,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
DCE.C,DCE.C,1866.0,2019-05-17 00:00:00+08:00,1892.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.013837368204534496,122.0,-0.041398683562746647
DCE.CS,DCE.CS,2332.0,2019-05-17 00:00:00+08:00,2356.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.010238997301094312,122.0,-0.030633065695896917
DCE.EG,DCE.EG,5111.0,2019-06-25 00:00:00+08:00,5051.0,2019-09-25 00:00:00+08:00,2019-01-03,0.011808836300227098,92.0,0.04685027445198795
DCE.FB,DCE.FB,79.85,2019-03-14 00:00:00+08:00,79.85,2019-02-21 00:00:00+08:00,2019-01-03,0.0,21.0,0.0
DCE.I,DCE.I,494.5,2019-05-17 00:00:00+08:00,523.5,2019-03-14 00:00:00+08:00,2019-01-03,-0.05698987924782478,64.0,-0.3250204050852507
DCE.J,DCE.J,1911.0,2019-05-17 00:00:00+08:00,1796.0,2019-09-16 00:00:00+08:00,2019-01-03,0.0620646953781281,122.0,0.18568535912308817
DCE.JD,DCE.JD,3410.0,2019-05-28 00:00:00+08:00,3934.0,2019-09-25 00:00:00+08:00,2019-01-03,-0.1429444286714419,120.0,-0.43478930387563575
DCE.JM,DCE.JM,1163.0,2019-05-17 00:00:00+08:00,1247.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.06973779316137209,122.0,-0.20864175822869518
DCE.L,DCE.L,8495.0,2019-05-17 00:00:00+08:00,8265.0,2019-09-16 00:00:00+08:00,2019-01-03,0.027448023850907916,122.0,0.08211908775066712
DCE.M,DCE.M,2654.0,2019-05-17 00:00:00+08:00,2687.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.012357393723338411,122.0,-0.03697089105752885
DCE.P,DCE.P,4608.0,2019-05-17 00:00:00+08:00,4686.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.016785416692013836,122.0,-0.05021866469332008
DCE.PP,DCE.PP,8516.0,2019-05-17 00:00:00+08:00,8226.0,2019-09-16 00:00:00+08:00,2019-01-03,0.03464687722300064,122.0,0.10365664087209207
DCE.V,DCE.V,6350.0,2019-05-17 00:00:00+08:00,6295.0,2019-09-16 00:00:00+08:00,2019-01-03,0.00869914540828989,122.0,0.026026131754309918
DCE.Y,DCE.Y,5490.0,2019-05-17 00:00:00+08:00,5572.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.014825800396119996,122.0,-0.044355878234293426
INE.SC,INE.SC,384.3,2019-02-28 00:00:00+08:00,385.6,2019-03-29 00:00:00+08:00,2019-01-03,-0.0033770651655922845,29.0,-0.0425044408772822
SHFE.AG,SHFE.AG,3731.0,2019-06-17 00:00:00+08:00,3802.0,2019-12-16 00:00:00+08:00,2019-01-03,-0.018850949827216672,182.0,-0.03780547630183563
SHFE.AL,SHFE.AL,13400.0,2019-03-15 00:00:00+08:00,13350.0,2019-02-15 00:00:00+08:00,2019-01-03,0.003738322110607158,28.0,0.04873169894184331
SHFE.AU,SHFE.AU,289.1,2019-06-17 00:00:00+08:00,287.8,2019-04-15 00:00:00+08:00,2019-01-03,0.004506854569032897,63.0,0.026111141550746154
SHFE.BU,SHFE.BU,2598.0,2019-06-17 00:00:00+08:00,2586.0,2019-12-16 00:00:00+08:00,2019-01-03,0.004629637898741976,182.0,0.00928471336835616
SHFE.CU,SHFE.CU,47210.0,2019-03-15 00:00:00+08:00,47240.0,2019-02-15 00:00:00+08:00,2019-01-03,-0.0006352567709662282,28.0,-0.00828102576438119
SHFE.FU,SHFE.FU,2394.0,2019-04-30 00:00:00+08:00,2323.0,2019-08-30 00:00:00+08:00,2019-01-03,0.03010615334750935,122.0,0.09007168829377797
SHFE.HC,SHFE.HC,3326.0,2019-05-15 00:00:00+08:00,3150.0,2019-10-15 00:00:00+08:00,2019-01-03,0.05436792793319422,153.0,0.12970126598441759
SHFE.NI,SHFE.NI,87610.0,2019-05-15 00:00:00+08:00,87680.0,2019-03-15 00:00:00+08:00,2019-01-03,-0.0007986765214329038,61.0,-0.004778966070869015
SHFE.PB,SHFE.PB,17820.0,2019-02-15 00:00:00+08:00,17550.0,2019-03-15 00:00:00+08:00,2019-01-03,0.01526747213078838,28.0,0.19902240456206283
SHFE.RB,SHFE.RB,3420.0,2019-05-15 00:00:00+08:00,3189.0,2019-10-15 00:00:00+08:00,2019-01-03,0.06993316304659321,153.0,0.16683401641834328
SHFE.RU,SHFE.RU,11400.0,2019-05-15 00:00:00+08:00,11690.0,2019-09-16 00:00:00+08:00,2019-01-03,-0.02512042008352732,124.0,-0.07394317202006026
SHFE.SN,SHFE.SN,143790.0,2019-05-15 00:00:00+08:00,142100.0,2019-01-15 00:00:00+08:00,2019-01-03,0.011822866736594663,120.0,0.0359612196571421
SHFE.SP,SHFE.SP,5084.0,2019-06-17 00:00:00+08:00,4958.0,2019-09-16 00:00:00+08:00,2019-01-03,0.025095919714208787,91.0,0.10065945819435393
SHFE.WR,SHFE.WR,3553.0,2019-05-15 00:00:00+08:00,3362.0,2019-07-15 00:00:00+08:00,2019-01-03,0.055256282052466084,61.0,0.3306318516254118
SHFE.ZN,SHFE.ZN,20370.0,2019-02-15 00:00:00+08:00,20025.0,2019-03-15 00:00:00+08:00,2019-01-03,0.017081737284291444,28.0,0.22267264674165635
CZCE.AP,CZCE.AP,10740.0,2019-05-17 00:00:00+08:00,10816.0,2019-07-12 00:00:00+08:00,2019-01-04,-0.0070514302198896135,56.0,-0.04596021482606623
CZCE.CF,CZCE.CF,14920.0,2019-05-17 00:00:00+08:00,15335.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.02743520279060006,122.0,-0.08208072966040182
CZCE.CY,CZCE.CY,24045.0,2019-05-17 00:00:00+08:00,22700.0,2019-01-15 00:00:00+08:00,2019-01-04,0.057562150242269024,122.0,0.17221462982318192
CZCE.FG,CZCE.FG,1307.0,2019-05-17 00:00:00+08:00,1299.0,2019-09-16 00:00:00+08:00,2019-01-04,0.00613969695362247,122.0,0.01836876547600165
CZCE.JR,CZCE.JR,2867.0,2019-07-12 00:00:00+08:00,2791.0,2019-01-15 00:00:00+08:00,2019-01-04,0.026866232347047696,178.0,0.055090869700406796
CZCE.LR,CZCE.LR,2636.0,2019-03-14 00:00:00+08:00,2633.0,2019-11-14 00:00:00+08:00,2019-01-04,0.0011387361260883563,245.0,0.001696484432743878
CZCE.MA,CZCE.MA,2465.0,2019-05-17 00:00:00+08:00,2488.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.009287367382279628,122.0,-0.02778597618468905
CZCE.OI,CZCE.OI,6532.0,2019-05-17 00:00:00+08:00,6699.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.02524508641791188,122.0,-0.07552833231588389
CZCE.PM,CZCE.PM,2286.0,2019-05-17 00:00:00+08:00,2216.0,2019-01-15 00:00:00+08:00,2019-01-04,0.031099796487581544,122.0,0.09304447309809233
CZCE.RI,CZCE.RI,2430.0,2019-09-16 00:00:00+08:00,2430.0,2019-11-14 00:00:00+08:00,2019-01-04,0.0,59.0,0.0
CZCE.RM,CZCE.RM,2162.0,2019-05-17 00:00:00+08:00,2189.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.012411099323709365,122.0,-0.03713156764880261
CZCE.RS,CZCE.RS,5411.0,2019-09-16 00:00:00+08:00,5399.0,2019-08-14 00:00:00+08:00,2019-01-04,0.0022201674244483214,33.0,0.02455639727041325
CZCE.SF,CZCE.SF,5772.0,2019-05-17 00:00:00+08:00,5756.0,2019-01-15 00:00:00+08:00,2019-01-04,0.002775851886502981,122.0,0.008304802775193344
CZCE.SM,CZCE.SM,7376.0,2019-05-17 00:00:00+08:00,8060.0,2019-01-15 00:00:00+08:00,2019-01-04,-0.08868207026424427,122.0,-0.2653193085774521
CZCE.SR,CZCE.SR,4696.0,2019-05-17 00:00:00+08:00,4735.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.008270644112246248,122.0,-0.024744140171884265
CZCE.TA,CZCE.TA,5750.0,2019-05-17 00:00:00+08:00,5810.0,2019-03-14 00:00:00+08:00,2019-01-04,-0.010380716054560741,64.0,-0.05920252124866673
CZCE.WH,CZCE.WH,2417.0,2019-05-17 00:00:00+08:00,2437.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.008240672921723206,122.0,-0.02465447226581123
CZCE.ZC,CZCE.ZC,564.0,2019-05-10 00:00:00+08:00,572.0,2019-07-05 00:00:00+08:00,2019-01-04,-0.014084739881738972,56.0,-0.09180232244347722
DCE.A,DCE.A,3441.0,2019-05-17 00:00:00+08:00,3493.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.014998839009351572,122.0,-0.044873575724699376
DCE.B,DCE.B,2960.0,2019-05-17 00:00:00+08:00,3039.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.026339245598686976,122.0,-0.07880184134033398
DCE.BB,DCE.BB,134.75,2019-03-14 00:00:00+08:00,131.95,2019-06-17 00:00:00+08:00,2019-01-04,0.020998146839773617,95.0,0.08067709048965653
DCE.C,DCE.C,1864.0,2019-05-17 00:00:00+08:00,1891.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.014381073412920982,122.0,-0.04302534258783736
DCE.CS,DCE.CS,2334.0,2019-05-17 00:00:00+08:00,2355.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.008957193604016828,122.0,-0.02679816119234543
DCE.EG,DCE.EG,5137.0,2019-06-25 00:00:00+08:00,5086.0,2019-09-25 00:00:00+08:00,2019-01-04,0.00997758448520292,92.0,0.03958498192498985
DCE.FB,DCE.FB,77.9,2019-03-14 00:00:00+08:00,78.1,2019-02-21 00:00:00+08:00,2019-01-04,-0.0025641039689375364,21.0,-0.044566568983914326
DCE.I,DCE.I,505.5,2019-05-17 00:00:00+08:00,531.5,2019-03-14 00:00:00+08:00,2019-01-04,-0.050155159321476475,64.0,-0.28604114300529554
DCE.J,DCE.J,1935.0,2019-05-17 00:00:00+08:00,1825.0,2019-09-16 00:00:00+08:00,2019-01-04,0.05852733944729028,122.0,0.17510228605131928
DCE.JD,DCE.JD,3417.0,2019-05-28 00:00:00+08:00,3937.0,2019-09-25 00:00:00+08:00,2019-01-04,-0.14165603882844569,120.0,-0.4308704514365223
DCE.JM,DCE.JM,1177.5,2019-05-17 00:00:00+08:00,1259.5,2019-09-16 00:00:00+08:00,2019-01-04,-0.06732126990209202,122.0,-0.20141199601855397
DCE.L,DCE.L,8555.0,2019-05-17 00:00:00+08:00,8320.0,2019-09-16 00:00:00+08:00,2019-01-04,0.02785365251103956,122.0,0.08333264890597902
DCE.M,DCE.M,2687.0,2019-05-17 00:00:00+08:00,2712.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.009261040444794913,122.0,-0.027707211166804455
DCE.P,DCE.P,4618.0,2019-05-17 00:00:00+08:00,4684.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.014190734803167338,122.0,-0.0424558869111154
DCE.PP,DCE.PP,8601.0,2019-05-17 00:00:00+08:00,8297.0,2019-09-16 00:00:00+08:00,2019-01-04,0.03598447188719414,122.0,0.10765846097398246
DCE.V,DCE.V,6360.0,2019-05-17 00:00:00+08:00,6305.0,2019-09-16 00:00:00+08:00,2019-01-04,0.008685407935147865,122.0,0.02598503193712271
DCE.Y,DCE.Y,5518.0,2019-05-17 00:00:00+08:00,5590.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.012963811371913445,122.0,-0.03878517336679023
INE.SC,INE.SC,393.9,2019-02-28 00:00:00+08:00,394.7,2019-03-29 00:00:00+08:00,2019-01-04,-0.0020289126919412286,29.0,-0.025536314915812017
SHFE.AG,SHFE.AG,3775.0,2019-06-17 00:00:00+08:00,3847.0,2019-12-16 00:00:00+08:00,2019-01-04,-0.018893241069170102,182.0,-0.03789029115520377
SHFE.AL,SHFE.AL,13390.0,2019-03-15 00:00:00+08:00,13345.0,2019-02-15 00:00:00+08:00,2019-01-04,0.003366376846593626,28.0,0.04388312675023833
SHFE.AU,SHFE.AU,290.4,2019-06-17 00:00:00+08:00,289.15,2019-04-15 00:00:00+08:00,2019-01-04,0.0043136983464136846,63.0,0.02499206184826976
SHFE.BU,SHFE.BU,2698.0,2019-06-17 00:00:00+08:00,2658.0,2019-12-16 00:00:00+08:00,2019-01-04,0.01493679749451055,182.0,0.029955665304925
SHFE.CU,SHFE.CU,46760.0,2019-03-15 00:00:00+08:00,46810.0,2019-02-15 00:00:00+08:00,2019-01-04,-0.0010687187081115132,28.0,-0.013931511730739367
SHFE.FU,SHFE.FU,2466.0,2019-04-30 00:00:00+08:00,2387.0,2019-08-30 00:00:00+08:00,2019-01-04,0.032560057385459425,122.0,0.09741328644010402
SHFE.HC,SHFE.HC,3350.0,2019-05-15 00:00:00+08:00,3171.0,2019-10-15 00:00:00+08:00,2019-01-04,0.05491335028076488,153.0,0.13100243694430838
SHFE.NI,SHFE.NI,88900.0,2019-05-15 00:00:00+08:00,88940.0,2019-03-15 00:00:00+08:00,2019-01-04,-0.00044984256269154754,61.0,-0.0026916809079084404
SHFE.PB,SHFE.PB,17670.0,2019-02-15 00:00:00+08:00,17420.0,2019-03-15 00:00:00+08:00,2019-01-04,0.014249314907248291,28.0,0.1857499978980581
SHFE.RB,SHFE.RB,3459.0,2019-05-15 00:00:00+08:00,3225.0,2019-10-15 00:00:00+08:00,2019-01-04,0.0700465797072959,153.0,0.1671045855762288
SHFE.RU,SHFE.RU,11730.0,2019-05-15 00:00:00+08:00,12015.0,2019-09-16 00:00:00+08:00,2019-01-04,-0.024006206523048086,124.0,-0.07066343049123025
SHFE.SN,SHFE.SN,144210.0,2019-05-15 00:00:00+08:00,142650.0,2019-01-15 00:00:00+08:00,2019-01-04,0.010876492914470123,120.0,0.033082665948179955
SHFE.SP,SHFE.SP,5160.0,2019-06-17 00:00:00+08:00,5014.0,2019-09-16 00:00:00+08:00,2019-01-04,0.028702579757369614,91.0,0.11512573199384517
SHFE.WR,SHFE.WR,3579.0,2019-05-15 00:00:00+08:00,3355.0,2019-07-15 00:00:00+08:00,2019-01-04,0.06463166136024356,61.0,0.3867304327293262
SHFE.ZN,SHFE.ZN,19965.0,2019-03-15 00:00:00+08:00,20250.0,2019-02-15 00:00:00+08:00,2019-01-04,-0.014174053037363556,28.0,-0.18476890566563206
CZCE.AP,CZCE.AP,10621.0,2019-05-17 00:00:00+08:00,10708.0,2019-07-12 00:00:00+08:00,2019-01-07,-0.008157952318703487,56.0,-0.05317236779154951
CZCE.CF,CZCE.CF,15020.0,2019-05-17 00:00:00+08:00,15450.0,2019-09-16 00:00:00+08:00,2019-01-07,-0.028226357007765785,122.0,-0.08444770744126648
CZCE.CY,CZCE.CY,24320.0,2019-05-17 00:00:00+08:00,22750.0,2019-01-15 00:00:00+08:00,2019-01-07,0.06673391170100694,122.0,0.19965473582678306
