underlying_symbol_x,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
CZCE.LR,CZCE.LR,2973.0,2022-01-17 00:00:00+08:00,2973.0,2022-03-14 00:00:00+08:00,2022-01-06,0.0,56,0.0
CZCE.MA,CZCE.MA,2588.0,2022-05-18 00:00:00+08:00,2569.0,2022-03-14 00:00:00+08:00,2022-01-06,0.007368658510907573,65,0.0413778516381733
CZCE.OI,CZCE.OI,11762.0,2022-05-18 00:00:00+08:00,11989.0,2022-03-14 00:00:00+08:00,2022-01-06,-0.01911556668775238,65,-0.10734125909276336
CZCE.PF,CZCE.PF,7188.0,2022-05-18 00:00:00+08:00,7136.0,2022-03-14 00:00:00+08:00,2022-01-06,0.007260573643604402,65,0.04077091353716318
CZCE.PK,CZCE.PK,8136.0,2022-04-18 00:00:00+08:00,8574.0,2022-10-21 00:00:00+08:00,2022-01-06,-0.05243570942952648,186,-0.10289803194503852
CZCE.PM,CZCE.PM,2422.0,2022-01-17 00:00:00+08:00,2421.0,2022-03-14 00:00:00+08:00,2022-01-06,0.0004129671749791601,56,0.002691661051203454
CZCE.RI,CZCE.RI,2699.0,2022-07-14 00:00:00+08:00,2718.0,2022-01-17 00:00:00+08:00,2022-01-06,-0.007014981693084365,178,-0.01438465347177412
CZCE.RM,CZCE.RM,2946.0,2022-05-18 00:00:00+08:00,2936.0,2022-03-14 00:00:00+08:00,2022-01-06,0.0034002072881694576,65,0.019093471695105415
CZCE.RS,CZCE.RS,5964.0,2022-08-12 00:00:00+08:00,5998.0,2022-11-14 00:00:00+08:00,2022-01-06,-0.005684683424325309,94,-0.02207350478594402
CZCE.SA,CZCE.SA,2269.0,2022-05-18 00:00:00+08:00,2361.0,2022-09-15 00:00:00+08:00,2022-01-06,-0.03974605230567115,120,-0.12089424242974975
CZCE.SF,CZCE.SF,8364.0,2022-05-18 00:00:00+08:00,8384.0,2022-03-14 00:00:00+08:00,2022-01-06,-0.002388346012299259,65,-0.013411481453680454
CZCE.SM,CZCE.SM,8220.0,2022-05-18 00:00:00+08:00,8186.0,2022-03-14 00:00:00+08:00,2022-01-06,0.004144830997877204,65,0.023274820218848916
CZCE.SR,CZCE.SR,5741.0,2022-05-18 00:00:00+08:00,5722.0,2022-03-14 00:00:00+08:00,2022-01-06,0.003315016557581302,65,0.01861509297718731
CZCE.TA,CZCE.TA,5122.0,2022-05-18 00:00:00+08:00,5084.0,2022-03-14 00:00:00+08:00,2022-01-06,0.007446634450125968,65,0.04181571652763044
CZCE.UR,CZCE.UR,2431.0,2022-05-18 00:00:00+08:00,2365.0,2022-08-12 00:00:00+08:00,2022-01-06,0.027524673390089936,86,0.11681983473700962
CZCE.WH,CZCE.WH,2953.0,2022-05-18 00:00:00+08:00,2996.0,2022-09-15 00:00:00+08:00,2022-01-06,-0.014456462893187378,120,-0.04397174130011161
CZCE.ZC,CZCE.ZC,700.8,2022-05-11 00:00:00+08:00,697.4,2022-09-07 00:00:00+08:00,2022-01-06,0.00486340538063097,119,0.014917167764120201
DCE.A,DCE.A,5884.0,2022-03-14 00:00:00+08:00,5913.0,2022-05-18 00:00:00+08:00,2022-01-06,-0.004916514099501813,65,-0.02760811763566403
DCE.B,DCE.B,4359.0,2022-02-18 00:00:00+08:00,4240.0,2022-03-14 00:00:00+08:00,2022-01-06,0.02767940401238913,24,0.42095760268841803
DCE.BB,DCE.BB,373.3,2022-05-18 00:00:00+08:00,373.3,2022-06-15 00:00:00+08:00,2022-01-06,0.0,28,0.0
